[NX Daemon Server] - 2024-02-27T13:22:02.302Z - Started listening on: /home/benjaminj/Workspace/linthtml/linthtml/node_modules/.cache/nx/d/d.sock
[NX Daemon Server] - 2024-02-27T13:22:07.236Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.288Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.341Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.393Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.445Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.532Z - [WATCHER]: 0 file(s) created or restored, 2 file(s) modified, 0 file(s) deleted
[NX Daemon Server] - 2024-02-27T13:22:07.585Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.637Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.689Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.742Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.794Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.846Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.899Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:07.951Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.003Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.055Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.107Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.160Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.212Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.264Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.316Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.369Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.421Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.473Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.525Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.577Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.630Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.682Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.734Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.786Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.838Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.891Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.943Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:08.995Z - [REQUEST]: Updated file-hasher based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-02-27T13:22:09.014Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.066Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.118Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.171Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.223Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.276Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.328Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.380Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.433Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.485Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.537Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.590Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.642Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.694Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.775Z - [WATCHER]: 0 file(s) created or restored, 2 file(s) modified, 0 file(s) deleted
[NX Daemon Server] - 2024-02-27T13:22:09.827Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.879Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.932Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:09.984Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.036Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.088Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.141Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.193Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.245Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.297Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.349Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.402Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.454Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.506Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.558Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.610Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.662Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.714Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.767Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.819Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.871Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.923Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:10.975Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.028Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.080Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.132Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.184Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.236Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.289Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.341Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.393Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.445Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.497Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.549Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.602Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.655Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.707Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.759Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.812Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.864Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.916Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:11.968Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.020Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.073Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.125Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.177Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.229Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.282Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.334Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.386Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.438Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.490Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.543Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.595Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.647Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.699Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.751Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.804Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.856Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.908Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:12.960Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.012Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.065Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.117Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.169Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.221Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.273Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.326Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.378Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.430Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.482Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.534Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.587Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.639Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.691Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.743Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.795Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.847Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.899Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:13.951Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.004Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.056Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.108Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.160Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.213Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.265Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.317Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.369Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.421Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.474Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.526Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.578Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.630Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.683Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.735Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.787Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.839Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.891Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.943Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:14.995Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:15.047Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:15.100Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:15.152Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:15.204Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:15.257Z - [WATCHER]: .nx/cache/d/daemon.log was modified
[NX Daemon Server] - 2024-02-27T13:22:15.309Z - [WATCHER]: .nx/cache/d/daemon.log was modified
